GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°)
52.374077,-1.458683,132.16,20.72,4,299.84,23 / 23,1244075,2019-09-07 10:47:57:229,-0.5476,-0.0863,9.0989,0.0075,0.0018,9.8066,0.0151,-0.0203,-0.015,-9.5,-30.56,1.69,256.87,-79.3,-167.72
52.374077,-1.458683,132.16,20.72,4,299.84,23 / 23,1244175,2019-09-07 10:47:57:329,-0.5602,-0.0078,9.3247,-0.0036,-0.0065,9.8066,-0.0347,-0.0098,0.0079,-9.44,-30.12,0.69,252.41,-79.28,-167.58
52.374077,-1.458683,132.16,20.72,4,299.84,23 / 23,1244275,2019-09-07 10:47:57:429,-0.7804,-0.8402,10.2512,-0.0063,-0.0121,9.8066,-0.0198,0.0002,0.0115,-9.44,-30.81,-0.25,247.25,-79.44,-166.92
52.374077,-1.458683,132.16,20.72,4,299.84,23 / 23,1244375,2019-09-07 10:47:57:529,-0.5384,-0.1782,10.1446,0.0122,-0.0009,9.8066,0.0059,-0.0579,-0.0353,-10.19,-32.81,-1.37,244.75,-79.39,-166.22
52.374077,-1.458683,132.16,20.72,4,299.84,23 / 23,1244476,2019-09-07 10:47:57:630,-0.2937,-0.2722,9.7025,0.0086,0.0013,9.8066,0.0156,-0.0167,0.0089,-10.75,-34.56,-0.12,249.82,-79.29,-166.21
52.374077,-1.458683,132.16,20.72,4,299.84,23 / 23,1244576,2019-09-07 10:47:57:730,-0.5421,-0.4793,9.6523,0.0003,-0.0088,9.8066,0.0047,0.0052,0.0101,-11.25,-32.81,2.38,260.91,-79.24,-165.93
52.374077,-1.458683,132.16,20.72,4,299.84,23 / 23,1244676,2019-09-07 10:47:57:830,-0.5532,-0.3105,9.635,-0.0044,-0.0059,9.8066,-0.0368,-0.0593,-0.02,-10,-30.56,3.19,267.33,-79.26,-165.19
52.374077,-1.458683,132.16,20.72,4,299.84,23 / 23,1244776,2019-09-07 10:47:57:930,-0.81,-0.0313,9.3092,-0.0075,-0.0103,9.8066,-0.0113,0.0433,0.0432,-7.5,-29.06,2.19,255.23,-79.35,-164.64
52.374077,-1.458683,132.16,20.72,4,299.84,23 / 23,1244875,2019-09-07 10:47:58:029,-1.1401,-0.9451,9.5113,0.0047,-0.0141,9.8065,-0.0143,-0.0177,0.0167,-6.37,-29.81,0.25,236.43,-79.44,-163.45
52.374077,-1.458683,132.16,20.72,4,299.84,23 / 23,1244975,2019-09-07 10:47:58:129,-0.7022,-0.6277,8.6144,0.0111,-0.0144,9.8065,-0.0148,0.008,0.0548,-6.25,-33.31,-4.25,221.14,-79.43,-161.87
52.374077,-1.458683,132.16,20.72,4,299.84,23 / 23,1245076,2019-09-07 10:47:58:230,-0.7253,-0.0504,8.6965,0.013,-0.0251,9.8065,-0.0352,0.0009,0.0645,-11.44,-34.81,-5.19,238.59,-79.47,-160.17
52.374077,-1.458683,132.16,20.72,4,299.84,23 / 23,1245175,2019-09-07 10:47:58:329,-0.7565,-0.3143,9.6825,0.0004,-0.0327,9.8065,-0.0394,-0.0077,0.046,-15.75,-35.06,-3.19,258.8,-79.52,-157.82
52.374077,-1.458683,132.16,20.72,4,299.84,23 / 23,1245275,2019-09-07 10:47:58:429,-0.7434,-0.0821,10.4515,-0.0001,-0.0207,9.8065,0.0024,0.0228,0.0669,-16.87,-34.62,1.44,275.85,-79.57,-155.32
52.374077,-1.458683,132.16,20.72,4,299.84,23 / 23,1245375,2019-09-07 10:47:58:529,-0.5014,0.2804,9.4041,0.0069,-0.0111,9.8066,0.0068,-0.0185,0.002,-15.69,-33,3.5,288.81,-79.52,-154.46
52.374077,-1.458683,132.16,20.72,4,299.84,23 / 23,1245476,2019-09-07 10:47:58:630,-0.0465,-0.3047,9.1364,-0.0055,-0.0062,9.8066,-0.0264,0.0347,0.018,-13.5,-32.37,2.44,278.21,-79.45,-153.77
52.374077,-1.458683,132.16,20.72,4,299.84,23 / 23,1245575,2019-09-07 10:47:58:729,-0.6265,0.2172,7.8793,-0.0344,-0.0173,9.8065,-0.0955,-0.0037,-0.0039,-15.31,-32.5,0.88,279.33,-79.88,-152.33
52.374077,-1.458683,132.16,20.72,4,299.84,23 / 23,1245675,2019-09-07 10:47:58:829,-1.0556,-0.0093,8.3637,-0.0323,-0.0157,9.8065,-0.0994,-0.0334,-0.0153,-16.69,-32.31,1.44,283.86,-80.25,-151.06
52.374077,-1.458683,132.16,20.72,4,299.84,23 / 23,1245775,2019-09-07 10:47:58:929,-0.9567,0.2989,9.0554,-0.015,-0.0117,9.8066,-0.0147,0.0252,0.0286,-15.69,-32.06,4.38,297.15,-80.54,-149.9
52.374077,-1.458683,132.16,20.72,4,299.84,23 / 23,1245875,2019-09-07 10:47:59:029,-0.6706,0.5293,9.9474,-0.004,-0.0101,9.8066,-0.0005,-0.0001,0.0117,-9.87,-29.44,6.19,315.3,-80.56,-148.49
52.374077,-1.458683,132.16,20.72,4,299.84,23 / 23,1245975,2019-09-07 10:47:59:129,-0.7361,0.0735,9.6133,0.0033,-0.0114,9.8066,0.0037,0.0117,0.0212,-6.37,-28.19,2.5,286.68,-80.53,-147.9
52.374077,-1.458683,132.16,20.72,4,299.84,23 / 23,1246075,2019-09-07 10:47:59:229,-0.8535,-0.2619,9.4452,-0.0028,-0.0155,9.8066,-0.0537,-0.0291,-0.0078,-8.56,-29.75,-0.81,263.69,-80.49,-146.57
52.374077,-1.458683,132.16,20.72,4,299.84,23 / 23,1246175,2019-09-07 10:47:59:329,-0.8195,-0.3958,9.7581,-0.0094,-0.0147,9.8066,-0.0138,0.0496,0.0404,-11.12,-31.87,-1.5,271.5,-80.67,-144.87
52.374077,-1.458683,132.16,20.72,4,299.84,23 / 23,1246275,2019-09-07 10:47:59:429,-0.6998,0.2782,9.5485,-0.0009,-0.0113,9.8066,-0.0202,-0.0096,0.0063,-11.44,-31.94,-1.06,272.43,-80.7,-144.05
52.374077,-1.458683,132.16,20.72,4,299.84,23 / 23,1246376,2019-09-07 10:47:59:530,-0.737,0.1304,9.8049,0.008,-0.0066,9.8065,0.0013,0.0025,0.0068,-11.5,-32.25,-2.06,268.3,-80.66,-143.37
52.374077,-1.458683,132.16,20.72,4,299.84,23 / 23,1246475,2019-09-07 10:47:59:629,-0.6633,0.402,9.9504,0.0072,-0.004,9.8066,0.0091,0.0128,0.0304,-13.75,-33.5,-2.81,272.46,-80.53,-142.83
52.374077,-1.458683,132.16,20.72,4,299.84,23 / 23,1246575,2019-09-07 10:47:59:729,-0.7006,0.1943,10.5155,0.005,-0.0045,9.8066,0.0172,0.0377,0.0286,-14.12,-35.12,-1.5,278.9,-80.42,-142.34
52.374077,-1.458683,132.16,20.72,4,299.84,23 / 23,1246675,2019-09-07 10:47:59:829,-0.7359,0.1975,10.2118,0.0049,-0.0056,9.8066,0.0135,0.0183,0.0287,-14.81,-34.69,0,285.35,-80.3,-141.84
52.374077,-1.458683,132.16,20.72,4,299.84,23 / 23,1246775,2019-09-07 10:47:59:929,-0.6614,-0.0594,10.4076,0.0009,0.0016,9.8066,0.0059,-0.0215,-0.015,-14.75,-33.62,1.69,295.49,-80.21,-141.36
52.374077,-1.458683,132.16,20.72,4,299.84,23 / 23,1246875,2019-09-07 10:48:00:029,-0.7551,-0.6035,11.2879,0.0088,-0.0008,9.8066,0.0243,0.023,0.0298,-15,-31.37,1.94,297.22,-80.15,-141.64
52.374077,-1.458683,132.16,20.72,4,299.84,23 / 23,1246977,2019-09-07 10:48:00:131,-1.1324,0.6735,9.2775,0.0025,0.0048,9.8066,0.0232,0.0303,0.0299,-13.81,-30.75,0,286.17,-80.12,-141.89
52.374077,-1.458683,132.16,20.72,4,299.84,23 / 23,1247075,2019-09-07 10:48:00:229,-0.0665,0.4797,8.3996,-0.0022,-0.0067,9.8065,0.0024,0.0977,0.0811,-13.37,-31.12,-0.69,279.42,-80.11,-141.91
52.374077,-1.458683,132.16,20.72,4,299.84,23 / 23,1247175,2019-09-07 10:48:00:329,-0.744,-0.6308,9.8448,-0.0078,-0.0258,9.8065,-0.0469,-0.015,0.0004,-13.69,-31.5,-0.62,283.48,-80.15,-140.35
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1247275,2019-09-07 10:48:00:429,-0.9897,-0.7063,10.6381,0.0063,-0.007,9.8066,0.005,-0.0404,-0.0131,-13.75,-31.31,-0.25,289.71,-80.13,-138.79
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1247376,2019-09-07 10:48:00:530,-0.6369,-0.1492,9.9325,0.0103,0.0059,9.8065,0.035,0.0058,-0.0073,-13.19,-31.56,-0.25,286.26,-80.05,-139.04
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1247476,2019-09-07 10:48:00:630,-0.5222,0.004,10.2588,0,0.0023,9.8066,-0.0057,0.0015,-0.0079,-12.75,-31.25,-0.31,286.24,-79.96,-139.65
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1247575,2019-09-07 10:48:00:729,-0.9033,-0.401,10.866,-0.0087,-0.0032,9.8066,-0.0086,-0.0069,-0.019,-12.81,-31.12,-0.19,286.6,-80.03,-139.51
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1247675,2019-09-07 10:48:00:829,-0.759,0.1648,10.1264,0.004,0.0044,9.8065,0.0286,0.015,-0.0033,-12.94,-30.94,-0.06,286.67,-80.06,-139.51
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1247775,2019-09-07 10:48:00:929,-0.7012,-0.0097,10.3984,0.017,0.0088,9.8066,0.0395,-0.0131,-0.0153,-12.19,-31.25,-1.06,277.21,-79.87,-140.76
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1247875,2019-09-07 10:48:01:029,-0.5547,-0.1408,10.4815,-0.0007,0.0003,9.8066,-0.0037,-0.0025,-0.0116,-12.87,-31.31,-1.06,279.13,-79.77,-141.28
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1247976,2019-09-07 10:48:01:130,-0.3147,-0.4523,9.3034,-0.0007,-0.0025,9.8065,-0.0236,-0.0126,-0.0149,-13.12,-31.19,-1,279.22,-79.78,-141.21
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1248076,2019-09-07 10:48:01:230,-0.2599,0.034,9.5081,-0.0098,-0.0101,9.8066,-0.0206,0.0136,0.0132,-13.75,-32.12,-1.12,281.87,-79.92,-140.51
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1248176,2019-09-07 10:48:01:330,-0.8083,-0.3657,9.6505,-0.0121,-0.0155,9.8065,-0.0389,-0.0252,-0.0034,-13.75,-32.06,-1.31,283.18,-80.01,-139.54
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1248276,2019-09-07 10:48:01:430,-0.5028,0.1054,10.3156,0.0021,0.0004,9.8066,0.0169,-0.001,-0.0052,-13.94,-33.06,-0.87,283.1,-80.06,-138.98
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1248375,2019-09-07 10:48:01:529,-0.2919,-0.2546,10.9237,0.0073,0.0028,9.8066,0.0162,0.0122,0.0226,-13.56,-33.56,-1,281.72,-79.96,-139.21
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1248475,2019-09-07 10:48:01:629,-0.1669,0.489,9.8632,0.0103,-0.0088,9.8066,0.0107,0.0063,0.0194,-13.37,-34.19,0.13,283.67,-79.9,-139.22
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1248575,2019-09-07 10:48:01:729,-0.4095,0.207,9.4597,0.0003,-0.0127,9.8066,-0.0272,-0.0373,-0.0164,-13.31,-33.56,2.31,295.02,-79.73,-138.33
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1248676,2019-09-07 10:48:01:830,-0.4888,0.176,10.7137,0.0027,-0.0064,9.8066,0.0095,0.0047,0.0087,-12.75,-32.06,1.56,297.61,-79.69,-137.75
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1248775,2019-09-07 10:48:01:929,-0.3095,-0.3414,10.8333,0.0032,0.0006,9.8066,0.0215,-0.0006,-0.0173,-12.44,-31.5,0.44,284.96,-79.65,-137.71
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1248875,2019-09-07 10:48:02:029,-0.5634,0.4217,9.9039,0.0005,0.001,9.8066,0.02,0.0297,0.0054,-12.25,-31.87,-0.06,283.36,-79.66,-138.19
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1248975,2019-09-07 10:48:02:129,-0.7169,-0.2064,9.9465,0.0033,-0.0009,9.8066,-0.0039,0.0213,-0.0017,-12.69,-32.19,-0.06,285.79,-79.62,-138.3
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1249075,2019-09-07 10:48:02:229,-1.151,-0.8291,10.3435,-0.0008,0.0025,9.8066,0.0179,-0.0064,-0.0466,-13.19,-32.06,-0.19,285.86,-79.64,-138.26
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1249175,2019-09-07 10:48:02:329,-0.3066,0.8958,9.8208,0.0035,0.0193,9.8066,0.0381,0.0072,-0.0309,-13.75,-32.12,-0.19,286.76,-79.65,-139.46
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1249275,2019-09-07 10:48:02:429,-0.4936,-0.0742,9.4478,-0.0138,-0.0078,9.8066,-0.041,0.0191,0.0031,-13.5,-32.44,0.19,284.39,-79.71,-139.75
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1249376,2019-09-07 10:48:02:530,-0.3951,0.1191,8.8899,-0.0152,-0.0152,9.8066,-0.0455,0.0004,0.008,-13.31,-32.19,-0.56,281.75,-79.88,-138.3
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1249475,2019-09-07 10:48:02:629,-0.999,-0.0621,9.3286,0,-0.007,9.8066,0.0126,0.0278,0.014,-13.56,-31.56,0.06,289.95,-79.96,-137.44
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1249576,2019-09-07 10:48:02:730,-0.5923,-0.5101,11.1216,0.0141,0.0032,9.8066,0.0413,-0.0505,-0.0431,-13.87,-32.31,0.19,289.45,-79.81,-137.52
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1249676,2019-09-07 10:48:02:830,0.3466,0.7764,11.0788,0.0175,0.0233,9.8066,0.05,0.0219,-0.026,-13.87,-31.69,0.38,285.98,-79.62,-140.07
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1249776,2019-09-07 10:48:02:930,-0.1391,0.9715,10.1315,-0.0097,0.0067,9.8066,-0.0095,0.0513,0.0213,-13.25,-31.56,0.38,283.3,-79.66,-140.6
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1249875,2019-09-07 10:48:03:029,-0.437,0.129,9.3214,-0.0106,-0.0107,9.8066,-0.0497,-0.0124,-0.0109,-12.75,-32.25,-0.37,284.09,-79.78,-140.21
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1249978,2019-09-07 10:48:03:132,-0.7121,-0.3739,9.7311,-0.0056,-0.0038,9.8066,-0.0251,-0.0311,-0.0193,-13.69,-32.31,-0.25,287.71,-79.9,-139.25
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1250076,2019-09-07 10:48:03:230,-0.6021,0.1707,9.9982,0.0051,0.0036,9.8066,0.0055,-0.0219,-0.0274,-13.25,-31.87,-0.06,285.78,-79.94,-139.17
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1250176,2019-09-07 10:48:03:330,0.0033,-0.3623,10.3815,0.0109,0.0063,9.8066,0.0458,-0.0052,-0.0019,-13.5,-32.75,0.13,283.78,-79.84,-139.8
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1250275,2019-09-07 10:48:03:429,-0.1129,0.0968,10.6814,-0.0015,0.0063,9.8066,-0.0127,-0.0019,-0.0159,-13.56,-32.69,0.56,289.37,-79.79,-140.93
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1250376,2019-09-07 10:48:03:530,-0.8732,-1.5829,8.9639,-0.0089,-0.0093,9.8066,-0.0479,-0.04,-0.0406,-12.62,-32.12,0.25,283.94,-79.91,-140.72
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1250475,2019-09-07 10:48:03:629,-1.4146,-0.0421,9.0596,-0.0078,-0.0049,9.8066,-0.0307,-0.0922,-0.0631,-12.94,-32.37,0.69,289.71,-80.08,-140.61
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1250576,2019-09-07 10:48:03:730,-0.8492,0.2159,9.8942,0.014,0.0074,9.8065,0.0395,0.0077,-0.0041,-13.25,-31.94,0.88,288.99,-80.04,-141.12
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1250676,2019-09-07 10:48:03:830,-0.0741,0.1479,10.6429,0.0104,-0.0032,9.8066,-0.0097,-0.0365,-0.0237,-13.19,-32.25,0.69,287.95,-79.91,-141.67
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1250776,2019-09-07 10:48:03:930,-0.2571,-0.3931,10.3687,-0.0035,0.0006,9.8066,-0.0266,-0.0324,-0.0244,-13.5,-31.81,1.25,287.83,-79.85,-141.62
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1250876,2019-09-07 10:48:04:030,-0.6721,-0.2676,10.1068,0.002,-0.0052,9.8066,-0.0079,-0.0154,0.0005,-12.75,-31.5,1.25,289.22,-79.85,-141.25
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1250975,2019-09-07 10:48:04:129,-0.1763,0.1315,10.2779,0.0044,-0.0037,9.8065,0.0025,-0.0203,-0.0109,-12.69,-31.69,0.5,288.27,-79.8,-141.1
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1251075,2019-09-07 10:48:04:229,-0.5513,-0.2737,10.5732,-0.0072,-0.0031,9.8065,-0.0341,-0.02,-0.0222,-12.75,-31.81,0.69,288.05,-79.77,-141.2
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1251175,2019-09-07 10:48:04:329,-0.2604,-0.1996,11.064,0.0039,0.0052,9.8066,0.001,-0.0114,-0.0282,-12.5,-31.75,0.19,280.64,-79.8,-141.07
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1251276,2019-09-07 10:48:04:430,-0.3134,-0.19,11.3623,-0.0088,0.0077,9.8066,-0.0074,0.0097,0.0165,-12.69,-31.87,0.5,287.9,-79.85,-141.54
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1251375,2019-09-07 10:48:04:529,0.0051,0.5293,9.3304,-0.0077,0.0108,9.8066,0.0171,0.0056,0.0063,-11.62,-31.81,0.56,285.65,-79.99,-142.07
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1251476,2019-09-07 10:48:04:630,-0.7917,0.8434,8.5876,0.0066,0.0004,9.8065,-0.0108,-0.0291,-0.0137,-12.12,-32.44,0.75,284.85,-79.93,-142.58
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1251576,2019-09-07 10:48:04:730,-0.4644,0.0093,10.4964,-0.0076,-0.0119,9.8066,-0.0265,-0.076,-0.0533,-12,-32.37,1,285.81,-80.01,-141.97
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1251676,2019-09-07 10:48:04:830,0.5771,-0.1055,11.3614,-0.0003,-0.013,9.8066,-0.0271,-0.024,0.0078,-12.06,-32.31,0.5,285.66,-79.98,-142.03
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1251776,2019-09-07 10:48:04:930,-0.8638,-0.2552,9.89,-0.0041,0.005,9.8066,0.0043,-0.0191,-0.0288,-12.87,-32.31,0.25,283.34,-80.01,-141.53
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1251876,2019-09-07 10:48:05:030,-0.7466,0.309,10.4025,-0.0018,0.0037,9.8066,-0.0042,-0.0129,-0.0231,-12.44,-32.06,0.5,286.11,-80.03,-141.78
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1251976,2019-09-07 10:48:05:130,0.0014,-0.1287,10.1717,-0.0035,0.0093,9.8066,-0.0028,-0.0484,-0.0684,-12.19,-33.31,0,279.12,-80.1,-142.46
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1252076,2019-09-07 10:48:05:230,-0.1921,0.2026,9.4093,0.0062,0.0095,9.8065,0.0102,-0.0345,-0.0335,-12.69,-33.06,2.06,290.77,-80.11,-143.59
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1252177,2019-09-07 10:48:05:331,0.4291,0.8558,9.9472,-0.0008,0.0027,9.8066,-0.0352,-0.0206,-0.0033,-11.94,-31.75,1.13,283.72,-80.1,-144.08
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1252276,2019-09-07 10:48:05:430,-0.3342,-0.3575,9.3071,-0.0059,-0.0135,9.8066,-0.0301,0.0002,0.0356,-11.81,-31.94,0.31,279.31,-80.18,-143.47
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1252375,2019-09-07 10:48:05:529,-0.2746,0.0148,9.7837,-0.0002,-0.0045,9.8066,0.0023,-0.0238,0.009,-12.5,-32.06,0.63,285.93,-80.2,-142.46
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1252476,2019-09-07 10:48:05:630,-0.0634,0.6713,10.1836,0.0083,-0.0058,9.8066,0.0135,0.0173,0.0331,-12.31,-32.44,-0.12,280.46,-80.12,-142.23
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1252575,2019-09-07 10:48:05:729,-0.5814,-0.6111,9.583,0.0047,-0.0006,9.8066,-0.0044,-0.0218,-0.027,-12.62,-32.69,0,281.91,-80.02,-142.01
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1252675,2019-09-07 10:48:05:829,0.1498,0.1715,9.9553,0.0114,0.0078,9.8066,0.0306,-0.0081,-0.008,-12.75,-32.5,0.13,281.83,-79.93,-142.67
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1252775,2019-09-07 10:48:05:929,-0.4459,0.1533,10.9688,0.0022,0.015,9.8065,0.0152,0.0049,-0.0231,-12.87,-32.31,0.19,280.81,-79.93,-143.61
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1252875,2019-09-07 10:48:06:029,-0.465,0.3301,8.6572,0.0011,-0.0026,9.8066,-0.004,0.0147,0.02,-12.87,-32.69,0.19,279.05,-79.97,-144.5
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1252975,2019-09-07 10:48:06:129,-0.2083,0.2437,9.402,-0.0042,-0.0128,9.8066,-0.0311,-0.0321,0.0256,-13.19,-31.94,0.19,280.8,-79.97,-143.73
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1253075,2019-09-07 10:48:06:229,-0.5677,-0.0438,9.8807,-0.002,-0.0266,9.8065,-0.0405,-0.0278,0.0488,-13.19,-32.37,-0.12,282.18,-79.93,-142.36
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1253175,2019-09-07 10:48:06:329,-0.1135,-0.7422,10.0508,-0.0006,-0.0089,9.8066,-0.0256,-0.09,-0.0519,-13.25,-32.75,0.63,288.2,-79.87,-140.53
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1253276,2019-09-07 10:48:06:430,-0.241,-0.5915,10.676,0.0128,0.0008,9.8066,0.0178,-0.0138,-0.016,-13.12,-32.56,0.31,282.55,-79.72,-140.57
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1253376,2019-09-07 10:48:06:530,-0.0805,-0.388,11.1512,0.0083,0.0138,9.8066,0.0277,-0.0041,-0.0344,-13,-32.37,0.13,282.56,-79.65,-141.24
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1253475,2019-09-07 10:48:06:629,-0.1055,0.2329,9.9289,0.0059,0.0118,9.8066,0.0323,0.0091,-0.0164,-13.25,-32.75,0.63,285.5,-79.67,-142.29
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1253576,2019-09-07 10:48:06:730,-0.1003,0.0974,9.6942,-0.0022,0.0043,9.8066,-0.0046,-0.003,-0.0105,-12.69,-32.12,0.31,280.5,-79.66,-143.15
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1253676,2019-09-07 10:48:06:830,-0.1673,0.262,9.313,-0.0066,-0.0048,9.8066,-0.0215,0.0022,0.0046,-12.75,-32.62,0.13,279.66,-79.73,-143.24
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1253776,2019-09-07 10:48:06:930,-0.203,0.0734,9.7585,0.0004,-0.0034,9.8066,0.0129,0.0205,0.0158,-13.31,-32.5,0.13,281.16,-79.76,-142.8
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1253875,2019-09-07 10:48:07:029,-0.0726,0.2526,9.528,0.0053,0.0012,9.8066,0.011,-0.0188,-0.0115,-13.81,-32.44,-0.5,282.99,-79.7,-142.95
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1253975,2019-09-07 10:48:07:129,-0.302,-0.4013,9.6297,0.004,-0.0022,9.8066,0.0049,0.0118,0.0017,-13.94,-33,0.63,286.5,-79.62,-142.98
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1254075,2019-09-07 10:48:07:229,-0.2801,-0.1576,9.4773,-0.0062,0.0057,9.8066,-0.0267,-0.0442,-0.0458,-13.37,-32.62,0.38,279.36,-79.65,-143.29
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1254175,2019-09-07 10:48:07:329,-0.424,0.1126,9.7942,-0.0034,0.0084,9.8066,0.0208,0.0276,-0.0073,-13.37,-33.12,0.75,284.13,-79.75,-143.74
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1254275,2019-09-07 10:48:07:429,-0.5644,0.1135,9.8753,0.0019,0.0116,9.8066,0.014,-0.0224,-0.0332,-13.12,-32.75,1,283.37,-79.77,-144.48
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1254375,2019-09-07 10:48:07:529,-0.229,-0.0207,10.0138,0.0049,0.0017,9.8066,0.0188,-0.0125,-0.0202,-13.31,-32.5,0.88,283.38,-79.7,-145.11
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1254475,2019-09-07 10:48:07:629,0.0313,-0.3715,9.0219,-0.0092,-0.0049,9.8066,-0.0579,-0.082,-0.0443,-13.25,-32.56,1.06,282.2,-79.73,-145.4
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1254575,2019-09-07 10:48:07:729,-0.7647,-0.5118,9.3241,-0.0144,-0.0153,9.8066,-0.0489,-0.0409,0.0062,-13,-32.44,0.5,285.02,-79.86,-144.11
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1254675,2019-09-07 10:48:07:829,-0.1457,0.0757,10.3243,0.0016,0.0038,9.8066,0.0167,-0.003,0.0157,-13.37,-32.31,0.81,286.22,-79.81,-142.91
